invoice_id,anomaly_score,num_rules_triggered,validated_leakage,rule_contract_price_violation,rule_discount_violation,rule_usage_underbilled,rule_price_vs_customer_norm
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0242150561210872,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0234244612948341,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0191914436092166,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
INV7,-0.0053408057627621,1,False,False,False,True,False
