invoice_id,unit_price,quantity,discount_pct,price_gap_contract,discount_violation,off_contract,usage_gap,usage_ratio,usage_missing,cust_avg_unit_price,cust_avg_quantity,cust_avg_discount,unit_price_vs_cust_avg,invoice_month,invoice_dayofweek,invoice_age_days,pricing_missing
INV0,73.4,21,0,0.0,0,1,0,1.0,0,126.78772959183674,20.68622448979592,1.288265306122449,-53.38772959183673,7,0,565,0
INV0,73.4,21,0,0.0,0,1,-7,1.5,0,126.78772959183674,20.68622448979592,1.288265306122449,-53.38772959183673,7,0,565,0
INV0,73.4,21,0,0.0,0,1,3,0.875,0,126.78772959183674,20.68622448979592,1.288265306122449,-53.38772959183673,7,0,565,0
INV0,73.4,21,0,0.0,0,1,-5,1.3125,0,126.78772959183674,20.68622448979592,1.288265306122449,-53.38772959183673,7,0,565,0
INV0,73.4,21,0,0.0,0,1,-3,1.1666666666666667,0,126.78772959183674,20.68622448979592,1.288265306122449,-53.38772959183673,7,0,565,0
INV1,159.8,21,0,0.0,0,1,0,1.0,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV1,159.8,21,0,0.0,0,1,2,0.9130434782608695,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV1,159.8,21,0,0.0,0,1,2,0.9130434782608695,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV1,159.8,21,0,0.0,0,1,-1,1.05,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV1,159.8,21,0,0.0,0,1,-8,1.6153846153846154,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV1,159.8,21,0,0.0,0,1,-4,1.2352941176470589,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV1,159.8,21,0,0.0,0,1,2,0.9130434782608695,0,124.26048780487805,19.305986696230597,2.9490022172949004,35.53951219512196,7,0,551,0
INV2,58.71,20,0,0.0,0,1,0,1.0,0,124.26048780487805,19.305986696230597,2.9490022172949004,-65.55048780487806,9,5,497,0
INV2,58.71,20,0,0.0,0,1,9,0.6896551724137931,0,124.26048780487805,19.305986696230597,2.9490022172949004,-65.55048780487806,9,5,497,0
INV2,58.71,20,0,0.0,0,1,-2,1.1111111111111112,0,124.26048780487805,19.305986696230597,2.9490022172949004,-65.55048780487806,9,5,497,0
INV2,58.71,20,0,0.0,0,1,5,0.8,0,124.26048780487805,19.305986696230597,2.9490022172949004,-65.55048780487806,9,5,497,0
INV3,73.4,22,0,0.0,0,1,0,1.0,0,134.6280608365019,18.779467680608366,2.214828897338403,-61.228060836501896,7,3,569,0
INV3,73.4,22,0,0.0,0,1,-7,1.4666666666666666,0,134.6280608365019,18.779467680608366,2.214828897338403,-61.228060836501896,7,3,569,0
INV3,73.4,22,0,0.0,0,1,-3,1.1578947368421053,0,134.6280608365019,18.779467680608366,2.214828897338403,-61.228060836501896,7,3,569,0
INV4,159.8,7,0,0.0,0,1,7,0.5,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,11,0.3888888888888889,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,13,0.35,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,15,0.3181818181818182,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,12,0.3684210526315789,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,3,0.7,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,12,0.3684210526315789,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,13,0.35,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,19,0.2692307692307692,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,5,0.5833333333333334,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV4,159.8,7,0,0.0,0,1,11,0.3888888888888889,0,117.2592341356674,18.14004376367615,1.5864332603938731,42.54076586433261,9,3,492,0
INV5,73.4,22,0,0.0,0,1,0,1.0,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV5,73.4,22,0,0.0,0,1,-4,1.2222222222222223,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV5,73.4,22,0,0.0,0,1,-7,1.4666666666666666,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV5,73.4,22,0,0.0,0,1,-5,1.2941176470588236,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV5,73.4,22,0,0.0,0,1,-5,1.2941176470588236,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV5,73.4,22,0,0.0,0,1,0,1.0,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV5,73.4,22,0,0.0,0,1,-4,1.2222222222222223,0,121.41053537284894,19.01529636711281,1.4340344168260037,-48.010535372848935,10,1,459,0
INV6,159.8,20,0,0.0,0,1,0,1.0,0,125.4415014164306,19.745042492917847,1.6005665722379603,34.358498583569414,9,2,507,0
INV6,159.8,20,0,0.0,0,1,-5,1.3333333333333333,0,125.4415014164306,19.745042492917847,1.6005665722379603,34.358498583569414,9,2,507,0
INV6,159.8,20,0,0.0,0,1,5,0.8,0,125.4415014164306,19.745042492917847,1.6005665722379603,34.358498583569414,9,2,507,0
INV6,159.8,20,0,0.0,0,1,-3,1.1764705882352942,0,125.4415014164306,19.745042492917847,1.6005665722379603,34.358498583569414,9,2,507,0
INV6,159.8,20,0,0.0,0,1,8,0.7142857142857143,0,125.4415014164306,19.745042492917847,1.6005665722379603,34.358498583569414,9,2,507,0
INV7,144.57,6,5,0.0,0,0,3,0.6666666666666666,0,123.55898477157362,18.883248730964468,0.9137055837563451,21.011015228426373,7,6,552,0
INV7,144.57,6,5,0.0,0,0,16,0.2727272727272727,0,123.55898477157362,18.883248730964468,0.9137055837563451,21.011015228426373,7,6,552,0
INV7,144.57,6,5,0.0,0,0,18,0.25,0,123.55898477157362,18.883248730964468,0.9137055837563451,21.011015228426373,7,6,552,0
INV7,144.57,6,5,0.0,0,0,13,0.3157894736842105,0,123.55898477157362,18.883248730964468,0.9137055837563451,21.011015228426373,7,6,552,0
INV7,144.57,6,5,0.0,0,0,23,0.20689655172413793,0,123.55898477157362,18.883248730964468,0.9137055837563451,21.011015228426373,7,6,552,0
INV8,134.24,20,5,0.0,0,0,0,1.0,0,112.77420529801324,20.288079470198674,1.4569536423841059,21.465794701986766,7,2,542,0
INV8,134.24,20,5,0.0,0,0,-1,1.0526315789473684,0,112.77420529801324,20.288079470198674,1.4569536423841059,21.465794701986766,7,2,542,0
INV8,134.24,20,5,0.0,0,0,2,0.9090909090909091,0,112.77420529801324,20.288079470198674,1.4569536423841059,21.465794701986766,7,2,542,0
INV8,134.24,20,5,0.0,0,0,0,1.0,0,112.77420529801324,20.288079470198674,1.4569536423841059,21.465794701986766,7,2,542,0
INV8,134.24,20,5,0.0,0,0,-2,1.1111111111111112,0,112.77420529801324,20.288079470198674,1.4569536423841059,21.465794701986766,7,2,542,0
INV9,192.61,20,0,0.0,0,1,0,1.0,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,-1,1.0526315789473684,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,3,0.8695652173913043,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,-1,1.0526315789473684,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,5,0.8,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,2,0.9090909090909091,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,-7,1.5384615384615385,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV9,192.61,20,0,0.0,0,1,6,0.7692307692307693,0,131.34808777429467,19.808777429467085,1.206896551724138,61.261912225705345,11,6,426,0
INV10,156.21,22,0,0.0,0,1,0,1.0,0,121.68845971563981,18.83175355450237,1.1729857819905214,34.5215402843602,7,2,556,0
INV10,156.21,22,0,0.0,0,1,2,0.9166666666666666,0,121.68845971563981,18.83175355450237,1.1729857819905214,34.5215402843602,7,2,556,0
INV10,156.21,22,0,0.0,0,1,-2,1.1,0,121.68845971563981,18.83175355450237,1.1729857819905214,34.5215402843602,7,2,556,0
INV10,156.21,22,0,0.0,0,1,-8,1.5714285714285714,0,121.68845971563981,18.83175355450237,1.1729857819905214,34.5215402843602,7,2,556,0
INV11,106.18,26,0,0.0,0,1,0,1.0,0,122.58736,19.028,2.18,-16.407359999999997,6,2,577,0
INV11,106.18,26,0,0.0,0,1,-2,1.0833333333333333,0,122.58736,19.028,2.18,-16.407359999999997,6,2,577,0
INV11,106.18,26,0,0.0,0,1,0,1.0,0,122.58736,19.028,2.18,-16.407359999999997,6,2,577,0
INV12,139.8,18,0,0.0,0,1,0,1.0,0,116.07229885057471,18.957854406130267,2.4904214559386975,23.7277011494253,7,2,556,0
INV12,139.8,18,0,0.0,0,1,0,1.0,0,116.07229885057471,18.957854406130267,2.4904214559386975,23.7277011494253,7,2,556,0
INV12,139.8,18,0,0.0,0,1,6,0.75,0,116.07229885057471,18.957854406130267,2.4904214559386975,23.7277011494253,7,2,556,0
INV12,139.8,18,0,0.0,0,1,-2,1.125,0,116.07229885057471,18.957854406130267,2.4904214559386975,23.7277011494253,7,2,556,0
INV13,54.76,19,5,0.0,0,0,0,1.0,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,0,1.0,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,5,0.7916666666666666,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,8,0.7037037037037037,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,-4,1.2666666666666666,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,-5,1.3571428571428572,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,-2,1.1176470588235294,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV13,54.76,19,5,0.0,0,0,-3,1.1875,0,120.55239051094891,18.138686131386862,0.6386861313868614,-65.7923905109489,8,5,525,0
INV14,159.56,20,5,0.0,0,0,0,1.0,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,-6,1.4285714285714286,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,5,0.8,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,-4,1.25,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,-4,1.25,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,1,0.9523809523809523,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,2,0.9090909090909091,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,-1,1.0526315789473684,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV14,159.56,20,5,0.0,0,0,3,0.8695652173913043,0,139.47309677419355,18.498924731182797,2.3440860215053765,20.086903225806452,9,0,488,0
INV15,179.39,20,5,0.0,0,0,0,1.0,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV15,179.39,20,5,0.0,0,0,2,0.9090909090909091,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV15,179.39,20,5,0.0,0,0,3,0.8695652173913043,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV15,179.39,20,5,0.0,0,0,-2,1.1111111111111112,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV15,179.39,20,5,0.0,0,0,15,0.5714285714285714,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV15,179.39,20,5,0.0,0,0,5,0.8,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV15,179.39,20,5,0.0,0,0,1,0.9523809523809523,0,135.5118954248366,18.943355119825707,2.026143790849673,43.87810457516338,7,0,565,0
INV16,58.71,16,0,0.0,0,1,0,1.0,0,125.4415014164306,19.745042492917847,1.6005665722379603,-66.7315014164306,6,4,575,0
INV16,58.71,16,0,0.0,0,1,2,0.8888888888888888,0,125.4415014164306,19.745042492917847,1.6005665722379603,-66.7315014164306,6,4,575,0
INV16,58.71,16,0,0.0,0,1,-1,1.0666666666666667,0,125.4415014164306,19.745042492917847,1.6005665722379603,-66.7315014164306,6,4,575,0
INV16,58.71,16,0,0.0,0,1,8,0.6666666666666666,0,125.4415014164306,19.745042492917847,1.6005665722379603,-66.7315014164306,6,4,575,0
INV16,58.71,16,0,0.0,0,1,2,0.8888888888888888,0,125.4415014164306,19.745042492917847,1.6005665722379603,-66.7315014164306,6,4,575,0
INV17,140.17,18,0,0.0,0,1,0,1.0,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,6,0.75,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,-5,1.3846153846153846,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,9,0.6666666666666666,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,6,0.75,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,1,0.9473684210526315,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,0,1.0,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,0,1.0,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,10,0.6428571428571429,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV17,140.17,18,0,0.0,0,1,2,0.9,0,135.08757281553397,19.33252427184466,1.2257281553398058,5.082427184466013,10,2,458,0
INV18,159.8,20,0,0.0,0,1,0,1.0,0,137.11553684210529,18.99157894736842,1.2947368421052632,22.684463157894726,9,1,494,0
INV18,159.8,20,0,0.0,0,1,-8,1.6666666666666667,0,137.11553684210529,18.99157894736842,1.2947368421052632,22.684463157894726,9,1,494,0
INV18,159.8,20,0,0.0,0,1,0,1.0,0,137.11553684210529,18.99157894736842,1.2947368421052632,22.684463157894726,9,1,494,0
INV18,159.8,20,0,0.0,0,1,2,0.9090909090909091,0,137.11553684210529,18.99157894736842,1.2947368421052632,22.684463157894726,9,1,494,0
INV18,159.8,20,0,0.0,0,1,-5,1.3333333333333333,0,137.11553684210529,18.99157894736842,1.2947368421052632,22.684463157894726,9,1,494,0
INV19,171.14,23,15,0.0,0,0,0,1.0,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV19,171.14,23,15,0.0,0,0,-3,1.15,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV19,171.14,23,15,0.0,0,0,-2,1.0952380952380953,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV19,171.14,23,15,0.0,0,0,-2,1.0952380952380953,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV19,171.14,23,15,0.0,0,0,-5,1.2777777777777777,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV19,171.14,23,15,0.0,0,0,-4,1.2105263157894737,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV19,171.14,23,15,0.0,0,0,-8,1.5333333333333334,0,115.35912240184757,18.63972286374134,1.8129330254041571,55.780877598152415,9,3,492,0
INV20,156.21,18,0,0.0,0,1,0,1.0,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV20,156.21,18,0,0.0,0,1,2,0.9,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV20,156.21,18,0,0.0,0,1,-3,1.2,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV20,156.21,18,0,0.0,0,1,-4,1.2857142857142858,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV20,156.21,18,0,0.0,0,1,-1,1.0588235294117647,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV20,156.21,18,0,0.0,0,1,2,0.9,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV20,156.21,18,0,0.0,0,1,1,0.9473684210526315,0,118.5458013544018,18.708803611738148,3.1715575620767495,37.664198645598205,11,5,434,0
INV21,179.93,16,0,0.0,0,1,0,1.0,0,132.4998586572438,18.823321554770317,2.614840989399293,47.4301413427562,7,0,544,0
INV21,179.93,16,0,0.0,0,1,16,0.5,0,132.4998586572438,18.823321554770317,2.614840989399293,47.4301413427562,7,0,544,0
INV21,179.93,16,0,0.0,0,1,1,0.9411764705882353,0,132.4998586572438,18.823321554770317,2.614840989399293,47.4301413427562,7,0,544,0
INV21,179.93,16,0,0.0,0,1,5,0.7619047619047619,0,132.4998586572438,18.823321554770317,2.614840989399293,47.4301413427562,7,0,544,0
INV21,179.93,16,0,0.0,0,1,9,0.64,0,132.4998586572438,18.823321554770317,2.614840989399293,47.4301413427562,7,0,544,0
INV21,179.93,16,0,0.0,0,1,2,0.8888888888888888,0,132.4998586572438,18.823321554770317,2.614840989399293,47.4301413427562,7,0,544,0
INV22,68.19,15,15,0.0,0,0,0,1.0,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV22,68.19,15,15,0.0,0,0,7,0.6818181818181818,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV22,68.19,15,15,0.0,0,0,6,0.7142857142857143,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV22,68.19,15,15,0.0,0,0,4,0.7894736842105263,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV22,68.19,15,15,0.0,0,0,5,0.75,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV22,68.19,15,15,0.0,0,0,4,0.7894736842105263,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV22,68.19,15,15,0.0,0,0,2,0.8823529411764706,0,111.80610294117646,17.92401960784314,1.9730392156862746,-43.616102941176464,9,4,491,0
INV23,159.17,25,10,0.0,0,0,0,1.0,0,122.58736,19.028,2.18,36.582639999999984,7,3,548,0
INV23,159.17,25,10,0.0,0,0,-2,1.0869565217391304,0,122.58736,19.028,2.18,36.582639999999984,7,3,548,0
INV24,179.93,21,0,0.0,0,1,0,1.0,0,121.41053537284894,19.01529636711281,1.4340344168260037,58.519464627151066,7,5,567,0
INV24,179.93,21,0,0.0,0,1,-7,1.5,0,121.41053537284894,19.01529636711281,1.4340344168260037,58.519464627151066,7,5,567,0
INV24,179.93,21,0,0.0,0,1,-2,1.105263157894737,0,121.41053537284894,19.01529636711281,1.4340344168260037,58.519464627151066,7,5,567,0
INV24,179.93,21,0,0.0,0,1,-2,1.105263157894737,0,121.41053537284894,19.01529636711281,1.4340344168260037,58.519464627151066,7,5,567,0
INV24,179.93,21,0,0.0,0,1,-2,1.105263157894737,0,121.41053537284894,19.01529636711281,1.4340344168260037,58.519464627151066,7,5,567,0
INV24,179.93,21,0,0.0,0,1,7,0.75,0,121.41053537284894,19.01529636711281,1.4340344168260037,58.519464627151066,7,5,567,0
INV25,73.4,17,0,0.0,0,1,0,1.0,0,124.26048780487805,19.305986696230597,2.9490022172949004,-50.86048780487805,9,3,485,0
INV25,73.4,17,0,0.0,0,1,8,0.68,0,124.26048780487805,19.305986696230597,2.9490022172949004,-50.86048780487805,9,3,485,0
INV25,73.4,17,0,0.0,0,1,3,0.85,0,124.26048780487805,19.305986696230597,2.9490022172949004,-50.86048780487805,9,3,485,0
INV25,73.4,17,0,0.0,0,1,9,0.6538461538461539,0,124.26048780487805,19.305986696230597,2.9490022172949004,-50.86048780487805,9,3,485,0
